Timestamp,Symbol,Current_Price,Action_Pred,Method,Expected_Move,Next_Price_Real,Result_Verified,Profit_Loss_Pct
2025-12-14 18:11:03,BTCUSDT,89969.14,HOLD,ReMem-Only,FLAT,89965.01,NEUTRAL,-0.0046%
2025-12-14 18:11:03,ETHUSDT,3108.65,BUY,ReMem-Only,UP,3107.86,WRONG,-0.0254%
2025-12-14 18:11:03,BNBUSDT,893.71,BUY,ReMem-Only,UP,893.85,CORRECT,0.0157%
2025-12-14 18:11:03,SOLUSDT,132.42,SELL,ReMem-Only,DOWN,132.43,WRONG,0.0076%
2025-12-14 18:11:03,PEPEUSDT,4.33e-06,BUY,ReMem-Only,UP,4.33e-06,WRONG,0.0000%
2025-12-14 18:12:04,BTCUSDT,89965.01,HOLD,ReMem-Only,FLAT,89919.99,NEUTRAL,-0.0500%
2025-12-14 18:12:04,ETHUSDT,3107.86,HOLD,ReMem-Only,FLAT,3106.3,NEUTRAL,-0.0502%
2025-12-14 18:12:04,BNBUSDT,893.85,SELL,ReMem-Only,DOWN,893.54,CORRECT,-0.0347%
2025-12-14 18:12:04,SOLUSDT,132.43,BUY,ReMem-Only,UP,132.35,WRONG,-0.0604%
2025-12-14 18:12:04,PEPEUSDT,4.33e-06,SELL,ReMem-Only,DOWN,4.32e-06,CORRECT,-0.2309%
2025-12-14 18:13:05,BTCUSDT,89919.99,HOLD,ReMem-Only,FLAT,89790.02,NEUTRAL,-0.1445%
2025-12-14 18:13:05,ETHUSDT,3106.3,HOLD,ReMem-Only,FLAT,3095.07,NEUTRAL,-0.3615%
2025-12-14 18:13:05,BNBUSDT,893.54,BUY,ReMem-Only,UP,891.79,WRONG,-0.1959%
2025-12-14 18:13:05,SOLUSDT,132.35,BUY,ReMem-Only,UP,131.1,WRONG,-0.9445%
2025-12-14 18:13:05,PEPEUSDT,4.32e-06,HOLD,ReMem-Only,FLAT,4.3e-06,NEUTRAL,-0.4630%
2025-12-14 18:14:06,BTCUSDT,89790.02,HOLD,ReMem-Only,FLAT,89795.5,NEUTRAL,0.0061%
2025-12-14 18:14:06,ETHUSDT,3095.09,HOLD,ReMem-Only,FLAT,3097.53,NEUTRAL,0.0788%
2025-12-14 18:14:06,BNBUSDT,891.79,HOLD,ReMem-Only,FLAT,892.64,NEUTRAL,0.0953%
2025-12-14 18:14:06,SOLUSDT,131.1,BUY,ReMem-Only,UP,131.4,CORRECT,0.2288%
2025-12-14 18:14:06,PEPEUSDT,4.3e-06,SELL,ReMem-Only,DOWN,4.3e-06,WRONG,0.0000%
2025-12-14 18:15:07,BTCUSDT,89795.5,SELL,ReMem-Only,DOWN,89830.89,WRONG,0.0394%
2025-12-14 18:15:07,ETHUSDT,3097.53,HOLD,ReMem-Only,FLAT,3097.8,NEUTRAL,0.0087%
2025-12-14 18:15:07,BNBUSDT,892.64,SELL,ReMem-Only,DOWN,890.28,CORRECT,-0.2644%
2025-12-14 18:15:07,SOLUSDT,131.4,HOLD,ReMem-Only,FLAT,131.48,NEUTRAL,0.0609%
2025-12-14 18:15:07,PEPEUSDT,4.3e-06,SELL,ReMem-Only,DOWN,4.3e-06,WRONG,0.0000%
2025-12-14 18:16:08,BTCUSDT,89830.89,HOLD,ReMem-Only,FLAT,89860.3,NEUTRAL,0.0327%
2025-12-14 18:16:08,ETHUSDT,3097.8,SELL,ReMem-Only,DOWN,3099.94,WRONG,0.0691%
2025-12-14 18:16:08,BNBUSDT,890.29,BUY,ReMem-Only,UP,891.0,CORRECT,0.0797%
2025-12-14 18:16:08,SOLUSDT,131.48,SELL,ReMem-Only,DOWN,131.43,CORRECT,-0.0380%
2025-12-14 18:16:08,PEPEUSDT,4.3e-06,SELL,ReMem-Only,DOWN,4.3e-06,WRONG,0.0000%
2025-12-14 18:17:09,BTCUSDT,89860.3,SELL,ReMem-Only,DOWN,89838.42,CORRECT,-0.0243%
2025-12-14 18:17:09,ETHUSDT,3099.94,HOLD,ReMem-Only,FLAT,3099.16,NEUTRAL,-0.0252%
2025-12-14 18:17:09,BNBUSDT,891.0,BUY,ReMem-Only,UP,890.73,WRONG,-0.0303%
2025-12-14 18:17:09,SOLUSDT,131.43,BUY,ReMem-Only,UP,131.47,CORRECT,0.0304%
2025-12-14 18:17:09,PEPEUSDT,4.3e-06,HOLD,ReMem-Only,FLAT,4.31e-06,NEUTRAL,0.2326%
2025-12-14 18:18:10,BTCUSDT,89838.43,BUY,ReMem-Only,UP,89891.55,CORRECT,0.0591%
2025-12-14 18:18:10,ETHUSDT,3099.16,BUY,ReMem-Only,UP,3101.61,CORRECT,0.0791%
2025-12-14 18:18:10,BNBUSDT,890.73,HOLD,ReMem-Only,FLAT,891.89,NEUTRAL,0.1302%
2025-12-14 18:18:10,SOLUSDT,131.47,SELL,ReMem-Only,DOWN,131.76,WRONG,0.2206%
2025-12-14 18:18:10,PEPEUSDT,4.31e-06,BUY,ReMem-Only,UP,4.31e-06,WRONG,0.0000%
2025-12-14 18:19:10,BTCUSDT,89891.55,HOLD,ReMem-Only,FLAT,89913.49,NEUTRAL,0.0244%
2025-12-14 18:19:10,ETHUSDT,3101.61,BUY,ReMem-Only,UP,3102.23,CORRECT,0.0200%
2025-12-14 18:19:10,BNBUSDT,891.89,BUY,ReMem-Only,UP,891.69,WRONG,-0.0224%
2025-12-14 18:19:10,SOLUSDT,131.76,SELL,ReMem-Only,DOWN,131.67,CORRECT,-0.0683%
2025-12-14 18:19:10,PEPEUSDT,4.31e-06,BUY,ReMem-Only,UP,4.3e-06,WRONG,-0.2320%
2025-12-14 18:20:11,BTCUSDT,89913.49,BUY,ReMem-Only,UP,89949.22,CORRECT,0.0397%
2025-12-14 18:20:11,ETHUSDT,3102.23,HOLD,ReMem-Only,FLAT,3104.43,NEUTRAL,0.0709%
2025-12-14 18:20:11,BNBUSDT,891.69,HOLD,ReMem-Only,FLAT,892.27,NEUTRAL,0.0650%
2025-12-14 18:20:11,SOLUSDT,131.67,SELL,ReMem-Only,DOWN,131.74,WRONG,0.0532%
2025-12-14 18:20:11,PEPEUSDT,4.3e-06,BUY,ReMem-Only,UP,4.31e-06,CORRECT,0.2326%
2025-12-14 18:21:12,BTCUSDT,89949.21,SELL,ReMem-Only,DOWN,89984.68,WRONG,0.0394%
2025-12-14 18:21:12,ETHUSDT,3104.43,SELL,ReMem-Only,DOWN,3106.15,WRONG,0.0554%
2025-12-14 18:21:12,BNBUSDT,892.27,BUY,ReMem-Only,UP,892.57,CORRECT,0.0336%
2025-12-14 18:21:12,SOLUSDT,131.73,HOLD,ReMem-Only,FLAT,131.81,NEUTRAL,0.0607%
2025-12-14 18:21:12,PEPEUSDT,4.31e-06,SELL,ReMem-Only,DOWN,4.31e-06,WRONG,0.0000%
2025-12-14 18:22:13,BTCUSDT,89984.68,BUY,ReMem-Only,UP,89990.78,CORRECT,0.0068%
2025-12-14 18:22:13,ETHUSDT,3106.06,SELL,ReMem-Only,DOWN,3104.61,CORRECT,-0.0467%
2025-12-14 18:22:13,BNBUSDT,892.57,BUY,ReMem-Only,UP,892.63,CORRECT,0.0067%
2025-12-14 18:22:13,SOLUSDT,131.81,BUY,ReMem-Only,UP,131.77,WRONG,-0.0303%
2025-12-14 18:22:13,PEPEUSDT,4.31e-06,SELL,ReMem-Only,DOWN,4.31e-06,WRONG,0.0000%
2025-12-14 18:23:14,BTCUSDT,89990.78,BUY,ReMem-Only,UP,90056.01,CORRECT,0.0725%
2025-12-14 18:23:14,ETHUSDT,3104.86,SELL,ReMem-Only,DOWN,3106.85,WRONG,0.0641%
2025-12-14 18:23:14,BNBUSDT,892.62,BUY,ReMem-Only,UP,892.72,CORRECT,0.0112%
2025-12-14 18:23:14,SOLUSDT,131.77,HOLD,ReMem-Only,FLAT,131.93,NEUTRAL,0.1214%
2025-12-14 18:23:14,PEPEUSDT,4.31e-06,SELL,ReMem-Only,DOWN,4.32e-06,WRONG,0.2320%
2025-12-14 18:24:15,BTCUSDT,90056.01,BUY,ReMem-Only,UP,90091.04,CORRECT,0.0389%
2025-12-14 18:24:15,ETHUSDT,3106.85,BUY,ReMem-Only,UP,3110.63,CORRECT,0.1217%
2025-12-14 18:24:15,BNBUSDT,892.72,BUY,ReMem-Only,UP,893.57,CORRECT,0.0952%
2025-12-14 18:24:15,SOLUSDT,131.93,BUY,ReMem-Only,UP,131.97,CORRECT,0.0303%
2025-12-14 18:24:15,PEPEUSDT,4.32e-06,BUY,ReMem-Only,UP,4.32e-06,WRONG,0.0000%
2025-12-14 18:25:16,BTCUSDT,90091.04,BUY,ReMem-Only,UP,90102.78,CORRECT,0.0130%
2025-12-14 18:25:16,ETHUSDT,3110.63,SELL,ReMem-Only,DOWN,3110.99,WRONG,0.0116%
2025-12-14 18:25:16,BNBUSDT,893.57,SELL,ReMem-Only,DOWN,893.46,CORRECT,-0.0123%
2025-12-14 18:25:16,SOLUSDT,131.97,HOLD,ReMem-Only,FLAT,131.92,NEUTRAL,-0.0379%
2025-12-14 18:25:16,PEPEUSDT,4.32e-06,SELL,ReMem-Only,DOWN,4.33e-06,WRONG,0.2315%
2025-12-14 18:26:17,BTCUSDT,90102.78,SELL,ReMem-Only,DOWN,90092.74,CORRECT,-0.0111%
2025-12-14 18:26:17,ETHUSDT,3110.99,HOLD,ReMem-Only,FLAT,3110.22,NEUTRAL,-0.0248%
2025-12-14 18:26:17,BNBUSDT,893.46,SELL,ReMem-Only,DOWN,893.22,CORRECT,-0.0269%
2025-12-14 18:26:17,SOLUSDT,131.92,SELL,ReMem-Only,DOWN,131.89,CORRECT,-0.0227%
2025-12-14 18:26:17,PEPEUSDT,4.33e-06,SELL,ReMem-Only,DOWN,4.33e-06,WRONG,0.0000%
2025-12-14 18:27:18,BTCUSDT,90092.74,SELL,ReMem-Only,DOWN,90040.91,CORRECT,-0.0575%
2025-12-14 18:27:18,ETHUSDT,3110.22,BUY,ReMem-Only,UP,3109.79,WRONG,-0.0138%
2025-12-14 18:27:18,BNBUSDT,893.22,BUY,ReMem-Only,UP,893.07,WRONG,-0.0168%
2025-12-14 18:27:18,SOLUSDT,131.89,BUY,ReMem-Only,UP,131.81,WRONG,-0.0607%
2025-12-14 18:27:18,PEPEUSDT,4.33e-06,BUY,ReMem-Only,UP,4.32e-06,WRONG,-0.2309%
2025-12-14 18:28:19,BTCUSDT,90040.92,HOLD,ReMem-Only,FLAT,90025.03,NEUTRAL,-0.0176%
2025-12-14 18:28:19,ETHUSDT,3109.79,BUY,ReMem-Only,UP,3108.93,WRONG,-0.0277%
2025-12-14 18:28:19,BNBUSDT,893.07,SELL,ReMem-Only,DOWN,892.9,CORRECT,-0.0190%
2025-12-14 18:28:19,SOLUSDT,131.81,BUY,ReMem-Only,UP,131.65,WRONG,-0.1214%
2025-12-14 18:28:19,PEPEUSDT,4.32e-06,SELL,ReMem-Only,DOWN,4.32e-06,WRONG,0.0000%
2025-12-14 18:29:20,BTCUSDT,90025.03,BUY,ReMem-Only,UP,89994.84,WRONG,-0.0335%
2025-12-14 18:29:20,ETHUSDT,3108.93,BUY,ReMem-Only,UP,3107.51,WRONG,-0.0457%
2025-12-14 18:29:20,BNBUSDT,892.9,HOLD,ReMem-Only,FLAT,892.71,NEUTRAL,-0.0213%
2025-12-14 18:29:20,SOLUSDT,131.66,BUY,ReMem-Only,UP,131.53,WRONG,-0.0987%
2025-12-14 18:29:20,PEPEUSDT,4.32e-06,BUY,ReMem-Only,UP,4.31e-06,WRONG,-0.2315%
2025-12-14 18:30:21,BTCUSDT,89994.84,SELL,ReMem-Only,DOWN,89929.33,CORRECT,-0.0728%
2025-12-14 18:30:21,ETHUSDT,3107.51,HOLD,ReMem-Only,FLAT,3105.52,NEUTRAL,-0.0640%
2025-12-14 18:30:21,BNBUSDT,892.7,BUY,ReMem-Only,UP,892.45,WRONG,-0.0280%
2025-12-14 18:30:21,SOLUSDT,131.53,BUY,ReMem-Only,UP,131.55,CORRECT,0.0152%
2025-12-14 18:30:21,PEPEUSDT,4.31e-06,HOLD,ReMem-Only,FLAT,4.31e-06,NEUTRAL,0.0000%
2025-12-14 18:31:22,BTCUSDT,89929.33,BUY,ReMem-Only,UP,89899.34,WRONG,-0.0333%
2025-12-14 18:31:22,ETHUSDT,3105.52,BUY,ReMem-Only,UP,3104.42,WRONG,-0.0354%
2025-12-14 18:31:22,BNBUSDT,892.47,HOLD,ReMem-Only,FLAT,892.09,NEUTRAL,-0.0426%
2025-12-14 18:31:22,SOLUSDT,131.55,SELL,ReMem-Only,DOWN,131.41,CORRECT,-0.1064%
2025-12-14 18:31:22,PEPEUSDT,4.31e-06,BUY,ReMem-Only,UP,4.31e-06,WRONG,0.0000%
2025-12-14 18:32:23,BTCUSDT,89899.34,SELL,ReMem-Only,DOWN,89880.0,CORRECT,-0.0215%
2025-12-14 18:32:23,ETHUSDT,3104.42,BUY,ReMem-Only,UP,3103.95,WRONG,-0.0151%
2025-12-14 18:32:23,BNBUSDT,892.09,SELL,ReMem-Only,DOWN,891.93,CORRECT,-0.0179%
2025-12-14 18:32:23,SOLUSDT,131.41,HOLD,ReMem-Only,FLAT,131.51,NEUTRAL,0.0761%
2025-12-14 18:32:23,PEPEUSDT,4.31e-06,HOLD,ReMem-Only,FLAT,4.3e-06,NEUTRAL,-0.2320%
2025-12-14 18:33:24,BTCUSDT,89880.01,SELL,ReMem-Only,DOWN,89902.64,WRONG,0.0252%
2025-12-14 18:33:24,ETHUSDT,3103.95,BUY,ReMem-Only,UP,3104.97,CORRECT,0.0329%
2025-12-14 18:33:24,BNBUSDT,891.93,HOLD,ReMem-Only,FLAT,892.24,NEUTRAL,0.0348%
2025-12-14 18:33:24,SOLUSDT,131.51,HOLD,ReMem-Only,FLAT,131.59,NEUTRAL,0.0608%
2025-12-14 18:33:24,PEPEUSDT,4.3e-06,BUY,ReMem-Only,UP,4.31e-06,CORRECT,0.2326%
2025-12-14 18:34:25,BTCUSDT,89902.65,BUY,ReMem-Only,UP,89938.77,CORRECT,0.0402%
2025-12-14 18:34:25,ETHUSDT,3104.97,HOLD,ReMem-Only,FLAT,3105.98,NEUTRAL,0.0325%
2025-12-14 18:34:25,BNBUSDT,892.24,BUY,ReMem-Only,UP,892.83,CORRECT,0.0661%
2025-12-14 18:34:25,SOLUSDT,131.59,SELL,ReMem-Only,DOWN,131.71,WRONG,0.0912%
2025-12-14 18:34:25,PEPEUSDT,4.31e-06,HOLD,ReMem-Only,FLAT,4.31e-06,NEUTRAL,0.0000%
2025-12-14 18:35:26,BTCUSDT,89938.76,SELL,ReMem-Only,DOWN,89938.77,WRONG,0.0000%
2025-12-14 18:35:26,ETHUSDT,3105.98,HOLD,ReMem-Only,FLAT,3106.08,NEUTRAL,0.0032%
2025-12-14 18:35:26,BNBUSDT,892.83,SELL,ReMem-Only,DOWN,892.51,CORRECT,-0.0358%
2025-12-14 18:35:26,SOLUSDT,131.71,BUY,ReMem-Only,UP,131.67,WRONG,-0.0304%
2025-12-14 18:35:26,PEPEUSDT,4.31e-06,BUY,ReMem-Only,UP,4.31e-06,WRONG,0.0000%
2025-12-14 18:36:27,BTCUSDT,89938.77,BUY,ReMem-Only,UP,89881.17,WRONG,-0.0640%
2025-12-14 18:36:27,ETHUSDT,3106.0,SELL,ReMem-Only,DOWN,3104.56,CORRECT,-0.0464%
2025-12-14 18:36:27,BNBUSDT,892.51,HOLD,ReMem-Only,FLAT,892.01,NEUTRAL,-0.0560%
2025-12-14 18:36:27,SOLUSDT,131.66,BUY,ReMem-Only,UP,131.69,CORRECT,0.0228%
2025-12-14 18:36:27,PEPEUSDT,4.31e-06,HOLD,ReMem-Only,FLAT,4.31e-06,NEUTRAL,0.0000%
2025-12-14 18:37:28,BTCUSDT,89881.16,HOLD,ReMem-Only,FLAT,89891.8,NEUTRAL,0.0118%
2025-12-14 18:37:28,ETHUSDT,3104.56,HOLD,ReMem-Only,FLAT,3105.06,NEUTRAL,0.0161%
2025-12-14 18:37:28,BNBUSDT,892.01,HOLD,ReMem-Only,FLAT,891.97,NEUTRAL,-0.0045%
2025-12-14 18:37:28,SOLUSDT,131.69,HOLD,ReMem-Only,FLAT,131.75,NEUTRAL,0.0456%
2025-12-14 18:37:28,PEPEUSDT,4.31e-06,BUY,ReMem-Only,UP,4.31e-06,WRONG,0.0000%
2025-12-14 18:38:29,BTCUSDT,89891.8,HOLD,ReMem-Only,FLAT,89885.47,NEUTRAL,-0.0070%
2025-12-14 18:38:29,ETHUSDT,3105.06,HOLD,ReMem-Only,FLAT,3104.7,NEUTRAL,-0.0116%
2025-12-14 18:38:29,BNBUSDT,891.98,BUY,ReMem-Only,UP,891.95,WRONG,-0.0034%
2025-12-14 18:38:29,SOLUSDT,131.75,SELL,ReMem-Only,DOWN,131.73,CORRECT,-0.0152%
2025-12-14 18:38:29,PEPEUSDT,4.31e-06,SELL,ReMem-Only,DOWN,4.31e-06,WRONG,0.0000%
2025-12-14 18:39:29,BTCUSDT,89885.47,BUY,ReMem-Only,UP,89898.9,CORRECT,0.0149%
2025-12-14 18:39:29,ETHUSDT,3104.7,HOLD,ReMem-Only,FLAT,3102.84,NEUTRAL,-0.0599%
2025-12-14 18:39:29,BNBUSDT,891.95,SELL,ReMem-Only,DOWN,891.95,WRONG,0.0000%
2025-12-14 18:39:29,SOLUSDT,131.73,SELL,ReMem-Only,DOWN,131.71,CORRECT,-0.0152%
2025-12-14 18:39:29,PEPEUSDT,4.31e-06,SELL,ReMem-Only,DOWN,4.31e-06,WRONG,0.0000%
2025-12-14 18:40:30,BTCUSDT,89898.9,SELL,ReMem-Only,DOWN,89890.13,CORRECT,-0.0098%
2025-12-14 18:40:30,ETHUSDT,3102.84,BUY,ReMem-Only,UP,3103.85,CORRECT,0.0326%
2025-12-14 18:40:30,BNBUSDT,891.95,HOLD,ReMem-Only,FLAT,891.94,NEUTRAL,-0.0011%
2025-12-14 18:40:30,SOLUSDT,131.71,HOLD,ReMem-Only,FLAT,131.69,NEUTRAL,-0.0152%
2025-12-14 18:40:30,PEPEUSDT,4.31e-06,SELL,ReMem-Only,DOWN,4.31e-06,WRONG,0.0000%
2025-12-14 18:41:31,BTCUSDT,89890.83,BUY,ReMem-Only,UP,89902.7,CORRECT,0.0132%
2025-12-14 18:41:31,ETHUSDT,3103.85,SELL,ReMem-Only,DOWN,3104.09,WRONG,0.0077%
2025-12-14 18:41:31,BNBUSDT,891.94,HOLD,ReMem-Only,FLAT,892.15,NEUTRAL,0.0235%
2025-12-14 18:41:31,SOLUSDT,131.69,HOLD,ReMem-Only,FLAT,131.75,NEUTRAL,0.0456%
2025-12-14 18:41:31,PEPEUSDT,4.31e-06,SELL,ReMem-Only,DOWN,4.32e-06,WRONG,0.2320%
2025-12-14 18:42:32,BTCUSDT,89905.27,BUY,ReMem-Only,UP,89922.89,CORRECT,0.0196%
2025-12-14 18:42:32,ETHUSDT,3104.09,HOLD,ReMem-Only,FLAT,3105.45,NEUTRAL,0.0438%
2025-12-14 18:42:32,BNBUSDT,892.15,SELL,ReMem-Only,DOWN,892.46,WRONG,0.0347%
2025-12-14 18:42:32,SOLUSDT,131.75,BUY,ReMem-Only,UP,131.78,CORRECT,0.0228%
2025-12-14 18:42:32,PEPEUSDT,4.32e-06,SELL,ReMem-Only,DOWN,4.31e-06,CORRECT,-0.2315%
2025-12-14 18:43:33,BTCUSDT,89922.89,SELL,ReMem-Only,DOWN,89922.86,CORRECT,-0.0000%
2025-12-14 18:43:33,ETHUSDT,3105.45,SELL,ReMem-Only,DOWN,3105.44,CORRECT,-0.0003%
2025-12-14 18:43:33,BNBUSDT,892.46,BUY,ReMem-Only,UP,892.46,WRONG,0.0000%
2025-12-14 18:43:33,SOLUSDT,131.78,SELL,ReMem-Only,DOWN,131.84,WRONG,0.0455%
2025-12-14 18:43:33,PEPEUSDT,4.31e-06,BUY,ReMem-Only,UP,4.32e-06,CORRECT,0.2320%
2025-12-14 18:44:34,BTCUSDT,89922.85,BUY,ReMem-Only,UP,89922.85,WRONG,0.0000%
2025-12-14 18:44:34,ETHUSDT,3105.44,BUY,ReMem-Only,UP,3106.37,CORRECT,0.0299%
2025-12-14 18:44:34,BNBUSDT,892.45,BUY,ReMem-Only,UP,892.75,CORRECT,0.0336%
2025-12-14 18:44:34,SOLUSDT,131.84,SELL,ReMem-Only,DOWN,131.89,WRONG,0.0379%
2025-12-14 18:44:34,PEPEUSDT,4.32e-06,BUY,ReMem-Only,UP,4.32e-06,WRONG,0.0000%
2025-12-14 18:45:36,BTCUSDT,89922.86,SELL,ReMem-Only,DOWN,89861.84,CORRECT,-0.0679%
2025-12-14 18:45:36,ETHUSDT,3106.37,BUY,ReMem-Only,UP,3105.19,WRONG,-0.0380%
2025-12-14 18:45:36,BNBUSDT,892.75,SELL,ReMem-Only,DOWN,892.88,WRONG,0.0146%
2025-12-14 18:45:36,SOLUSDT,131.89,BUY,ReMem-Only,UP,131.79,WRONG,-0.0758%
2025-12-14 18:45:36,PEPEUSDT,4.32e-06,HOLD,ReMem-Only,FLAT,4.31e-06,NEUTRAL,-0.2315%
2025-12-14 18:46:37,BTCUSDT,89861.84,HOLD,ReMem-Only,FLAT,89906.77,NEUTRAL,0.0500%
2025-12-14 18:46:37,ETHUSDT,3105.19,SELL,ReMem-Only,DOWN,3106.34,WRONG,0.0370%
2025-12-14 18:46:37,BNBUSDT,892.88,SELL,ReMem-Only,DOWN,892.94,WRONG,0.0067%
2025-12-14 18:46:37,SOLUSDT,131.79,SELL,ReMem-Only,DOWN,131.86,WRONG,0.0531%
2025-12-14 18:46:37,PEPEUSDT,4.31e-06,BUY,ReMem-Only,UP,4.32e-06,CORRECT,0.2320%
2025-12-14 18:47:38,BTCUSDT,89906.77,BUY,ReMem-Only,UP,89916.84,CORRECT,0.0112%
2025-12-14 18:47:38,ETHUSDT,3106.34,BUY,ReMem-Only,UP,3106.87,CORRECT,0.0171%
2025-12-14 18:47:38,BNBUSDT,892.94,SELL,ReMem-Only,DOWN,893.68,WRONG,0.0829%
2025-12-14 18:47:38,SOLUSDT,131.86,HOLD,ReMem-Only,FLAT,131.96,NEUTRAL,0.0758%
2025-12-14 18:47:38,PEPEUSDT,4.32e-06,HOLD,ReMem-Only,FLAT,4.32e-06,NEUTRAL,0.0000%
2025-12-14 18:48:39,BTCUSDT,89916.84,BUY,ReMem-Only,UP,89838.55,WRONG,-0.0871%
2025-12-14 18:48:39,ETHUSDT,3106.87,BUY,ReMem-Only,UP,3104.31,WRONG,-0.0824%
2025-12-14 18:48:39,BNBUSDT,893.68,SELL,ReMem-Only,DOWN,893.2,CORRECT,-0.0537%
2025-12-14 18:48:39,SOLUSDT,131.96,HOLD,ReMem-Only,FLAT,131.8,NEUTRAL,-0.1212%
2025-12-14 18:48:39,PEPEUSDT,4.32e-06,BUY,ReMem-Only,UP,4.31e-06,WRONG,-0.2315%
2025-12-14 18:49:40,BTCUSDT,89838.55,HOLD,ReMem-Only,FLAT,89842.5,NEUTRAL,0.0044%
2025-12-14 18:49:40,ETHUSDT,3104.31,HOLD,ReMem-Only,FLAT,3104.69,NEUTRAL,0.0122%
2025-12-14 18:49:40,BNBUSDT,893.2,SELL,ReMem-Only,DOWN,893.32,WRONG,0.0134%
2025-12-14 18:49:40,SOLUSDT,131.81,HOLD,ReMem-Only,FLAT,131.8,NEUTRAL,-0.0076%
2025-12-14 18:49:40,PEPEUSDT,4.31e-06,SELL,ReMem-Only,DOWN,4.32e-06,WRONG,0.2320%
2025-12-14 18:50:41,BTCUSDT,89842.5,BUY,ReMem-Only,UP,89859.47,CORRECT,0.0189%
2025-12-14 18:50:41,ETHUSDT,3104.7,HOLD,ReMem-Only,FLAT,3106.87,NEUTRAL,0.0699%
2025-12-14 18:50:41,BNBUSDT,893.32,BUY,ReMem-Only,UP,893.69,CORRECT,0.0414%
2025-12-14 18:50:41,SOLUSDT,131.8,SELL,ReMem-Only,DOWN,131.86,WRONG,0.0455%
2025-12-14 18:50:41,PEPEUSDT,4.32e-06,HOLD,ReMem-Only,FLAT,4.32e-06,NEUTRAL,0.0000%
2025-12-14 18:51:42,BTCUSDT,89859.47,SELL,ReMem-Only,DOWN,89859.2,CORRECT,-0.0003%
2025-12-14 18:51:42,ETHUSDT,3106.87,SELL,ReMem-Only,DOWN,3107.82,WRONG,0.0306%
2025-12-14 18:51:42,BNBUSDT,893.69,HOLD,ReMem-Only,FLAT,893.87,NEUTRAL,0.0201%
2025-12-14 18:51:42,SOLUSDT,131.86,SELL,ReMem-Only,DOWN,131.85,CORRECT,-0.0076%
2025-12-14 18:51:42,PEPEUSDT,4.32e-06,SELL,ReMem-Only,DOWN,4.32e-06,WRONG,0.0000%
2025-12-14 18:52:42,BTCUSDT,89859.2,HOLD,ReMem-Only,FLAT,89865.45,NEUTRAL,0.0070%
2025-12-14 18:52:42,ETHUSDT,3107.82,HOLD,ReMem-Only,FLAT,3107.44,NEUTRAL,-0.0122%
2025-12-14 18:52:42,BNBUSDT,893.88,HOLD,ReMem-Only,FLAT,893.79,NEUTRAL,-0.0101%
2025-12-14 18:52:42,SOLUSDT,131.85,BUY,ReMem-Only,UP,131.84,WRONG,-0.0076%
2025-12-14 18:52:42,PEPEUSDT,4.32e-06,SELL,ReMem-Only,DOWN,4.32e-06,WRONG,0.0000%
2025-12-14 18:53:43,BTCUSDT,89865.45,SELL,ReMem-Only,DOWN,89865.44,CORRECT,-0.0000%
2025-12-14 18:53:43,ETHUSDT,3107.44,HOLD,ReMem-Only,FLAT,3107.43,NEUTRAL,-0.0003%
2025-12-14 18:53:43,BNBUSDT,893.79,HOLD,ReMem-Only,FLAT,893.2,NEUTRAL,-0.0660%
2025-12-14 18:53:43,SOLUSDT,131.84,BUY,ReMem-Only,UP,131.84,WRONG,0.0000%
