Timestamp,Symbol,Current_Price,Action_Pred,LLM_Reason,Expected_Move,Next_Price_Real,Result_Verified,Profit_Loss_Pct
2025-12-14 18:19:00,BTCUSDT,89898.98,SELL,2,DOWN,89986.0,WRONG,0.0968%
2025-12-14 18:19:00,ETHUSDT,3101.62,SELL,2,DOWN,3105.21,WRONG,0.1157%
2025-12-14 18:19:00,BNBUSDT,891.89,SELL,2,DOWN,892.53,WRONG,0.0718%
2025-12-14 18:19:00,SOLUSDT,131.71,SELL,2,DOWN,131.81,WRONG,0.0759%
2025-12-14 18:19:00,PEPEUSDT,4.3e-06,SELL,2,DOWN,4.32e-06,WRONG,0.4651%
2025-12-14 18:21:51,BTCUSDT,89986.0,SELL,2,DOWN,90049.99,WRONG,0.0711%
2025-12-14 18:21:51,ETHUSDT,3106.06,SELL,2,DOWN,3106.27,WRONG,0.0068%
2025-12-14 18:21:51,BNBUSDT,892.56,SELL,2,DOWN,892.58,WRONG,0.0022%
2025-12-14 18:21:51,SOLUSDT,131.75,SELL,2,DOWN,131.86,WRONG,0.0835%
2025-12-14 18:21:51,PEPEUSDT,4.31e-06,SELL,2,DOWN,4.31e-06,WRONG,0.0000%
2025-12-14 18:24:06,BTCUSDT,90049.99,HOLD,0,FLAT,90102.78,NEUTRAL,0.0586%
2025-12-14 18:24:06,ETHUSDT,3107.37,HOLD,0,FLAT,3110.83,NEUTRAL,0.1113%
2025-12-14 18:24:06,BNBUSDT,893.15,SELL,2,DOWN,893.3,WRONG,0.0168%
2025-12-14 18:24:06,SOLUSDT,132.15,HOLD,0,FLAT,131.94,NEUTRAL,-0.1589%
2025-12-14 18:24:06,PEPEUSDT,4.32e-06,HOLD,0,FLAT,4.33e-06,NEUTRAL,0.2315%
2025-12-14 18:26:27,BTCUSDT,90102.78,HOLD,0,FLAT,90040.92,NEUTRAL,-0.0687%
2025-12-14 18:26:27,ETHUSDT,3110.52,SELL,2,DOWN,3109.79,CORRECT,-0.0235%
2025-12-14 18:26:27,BNBUSDT,893.21,SELL,2,DOWN,893.08,CORRECT,-0.0146%
2025-12-14 18:26:27,SOLUSDT,131.88,SELL,2,DOWN,131.79,CORRECT,-0.0682%
2025-12-14 18:26:27,PEPEUSDT,4.33e-06,HOLD,0,FLAT,4.31e-06,NEUTRAL,-0.4619%
2025-12-14 18:28:37,BTCUSDT,90040.92,SELL,2,DOWN,89902.0,CORRECT,-0.1543%
2025-12-14 18:28:37,ETHUSDT,3109.23,SELL,2,DOWN,3103.06,CORRECT,-0.1984%
2025-12-14 18:28:37,BNBUSDT,892.9,BUY,1,UP,891.88,WRONG,-0.1142%
2025-12-14 18:28:37,SOLUSDT,131.6,SELL,2,DOWN,131.22,CORRECT,-0.2888%
2025-12-14 18:28:37,PEPEUSDT,4.32e-06,SELL,2,DOWN,4.31e-06,CORRECT,-0.2315%
2025-12-14 18:31:57,BTCUSDT,89900.82,HOLD,0,FLAT,89938.76,NEUTRAL,0.0422%
2025-12-14 18:31:57,ETHUSDT,3103.44,HOLD,0,FLAT,3105.98,NEUTRAL,0.0818%
2025-12-14 18:31:57,BNBUSDT,892.08,BUY,1,UP,892.75,CORRECT,0.0751%
2025-12-14 18:31:57,SOLUSDT,131.63,SELL,2,DOWN,131.73,WRONG,0.0760%
2025-12-14 18:31:57,PEPEUSDT,4.32e-06,HOLD,0,FLAT,4.32e-06,NEUTRAL,0.0000%
2025-12-14 18:35:52,BTCUSDT,89938.76,SELL,2,DOWN,89885.47,CORRECT,-0.0593%
2025-12-14 18:35:52,ETHUSDT,3106.08,SELL,2,DOWN,3104.7,CORRECT,-0.0444%
2025-12-14 18:35:52,BNBUSDT,892.26,HOLD,0,FLAT,891.85,NEUTRAL,-0.0460%
2025-12-14 18:35:52,SOLUSDT,131.68,SELL,2,DOWN,131.75,WRONG,0.0532%
2025-12-14 18:35:52,PEPEUSDT,4.31e-06,SELL,2,DOWN,4.31e-06,WRONG,0.0000%
2025-12-14 18:39:32,BTCUSDT,89885.47,SELL,2,DOWN,89890.82,WRONG,0.0060%
2025-12-14 18:39:32,ETHUSDT,3104.69,SELL,2,DOWN,3103.65,CORRECT,-0.0335%
2025-12-14 18:39:32,BNBUSDT,891.82,SELL,2,DOWN,892.0,WRONG,0.0202%
2025-12-14 18:39:32,SOLUSDT,131.7,BUY,1,UP,131.69,WRONG,-0.0076%
2025-12-14 18:39:32,PEPEUSDT,4.31e-06,SELL,2,DOWN,4.31e-06,WRONG,0.0000%
2025-12-14 18:41:53,BTCUSDT,89890.82,SELL,2,DOWN,89922.86,WRONG,0.0356%
2025-12-14 18:41:53,ETHUSDT,3103.66,SELL,2,DOWN,3105.13,WRONG,0.0474%
2025-12-14 18:41:53,BNBUSDT,892.1,SELL,2,DOWN,892.46,WRONG,0.0404%
2025-12-14 18:41:53,SOLUSDT,131.74,HOLD,0,FLAT,131.8,NEUTRAL,0.0455%
2025-12-14 18:41:53,PEPEUSDT,4.31e-06,SELL,2,DOWN,4.31e-06,WRONG,0.0000%
2025-12-14 18:44:15,BTCUSDT,89922.85,BUY,1,UP,89916.83,WRONG,-0.0067%
2025-12-14 18:44:15,ETHUSDT,3106.38,SELL,2,DOWN,3106.86,WRONG,0.0155%
2025-12-14 18:44:15,BNBUSDT,892.9,SELL,2,DOWN,893.4,WRONG,0.0560%
2025-12-14 18:44:15,SOLUSDT,131.8,BUY,1,UP,131.95,CORRECT,0.1138%
2025-12-14 18:44:15,PEPEUSDT,4.31e-06,SELL,2,DOWN,4.32e-06,WRONG,0.2320%
2025-12-14 18:48:32,BTCUSDT,89916.83,HOLD,0,FLAT,89859.2,NEUTRAL,-0.0641%
2025-12-14 18:48:32,ETHUSDT,3105.0,SELL,2,DOWN,3107.82,WRONG,0.0908%
2025-12-14 18:48:32,BNBUSDT,893.1,HOLD,0,FLAT,893.87,NEUTRAL,0.0862%
2025-12-14 18:48:32,SOLUSDT,131.8,HOLD,0,FLAT,131.85,NEUTRAL,0.0379%
2025-12-14 18:48:32,PEPEUSDT,4.32e-06,SELL,2,DOWN,4.32e-06,WRONG,0.0000%
2025-12-14 18:52:45,BTCUSDT,89859.2,SELL,2,DOWN,89844.27,CORRECT,-0.0166%
2025-12-14 18:52:45,ETHUSDT,3108.0,BUY,1,UP,3107.03,WRONG,-0.0312%
2025-12-14 18:52:45,BNBUSDT,893.72,SELL,2,DOWN,893.03,CORRECT,-0.0772%
2025-12-14 18:52:45,SOLUSDT,131.84,SELL,2,DOWN,131.8,CORRECT,-0.0303%
2025-12-14 18:52:45,PEPEUSDT,4.32e-06,HOLD,0,FLAT,4.32e-06,NEUTRAL,0.0000%
2025-12-14 18:55:10,BTCUSDT,89844.27,HOLD,0,FLAT,89804.43,NEUTRAL,-0.0443%
2025-12-14 18:55:10,ETHUSDT,3107.01,SELL,2,DOWN,3106.32,CORRECT,-0.0222%
2025-12-14 18:55:10,BNBUSDT,892.58,SELL,2,DOWN,892.89,WRONG,0.0347%
2025-12-14 18:55:10,SOLUSDT,131.64,SELL,2,DOWN,131.79,WRONG,0.1139%
2025-12-14 18:55:10,PEPEUSDT,4.31e-06,SELL,2,DOWN,4.3e-06,CORRECT,-0.2320%
2025-12-14 19:02:37,BTCUSDT,89804.43,HOLD,0,FLAT,89752.0,NEUTRAL,-0.0584%
2025-12-14 19:02:37,ETHUSDT,3105.12,SELL,2,DOWN,3105.66,WRONG,0.0174%
2025-12-14 19:02:37,BNBUSDT,891.29,SELL,2,DOWN,892.58,WRONG,0.1447%
2025-12-14 19:02:37,SOLUSDT,131.85,SELL,2,DOWN,131.82,CORRECT,-0.0228%
2025-12-14 19:02:37,PEPEUSDT,4.31e-06,SELL,2,DOWN,4.31e-06,WRONG,0.0000%
2025-12-14 19:05:13,BTCUSDT,89754.31,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89738.08,NEUTRAL,-0.0181%
2025-12-14 19:05:13,ETHUSDT,3105.7,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3104.95,NEUTRAL,-0.0241%
2025-12-14 19:05:13,BNBUSDT,892.6,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,892.62,NEUTRAL,0.0022%
2025-12-14 19:05:13,SOLUSDT,131.82,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.81,NEUTRAL,-0.0076%
2025-12-14 19:05:13,PEPEUSDT,4.31e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.31e-06,NEUTRAL,0.0000%
2025-12-14 19:06:14,BTCUSDT,89738.08,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89721.38,NEUTRAL,-0.0186%
2025-12-14 19:06:14,ETHUSDT,3104.95,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3104.13,NEUTRAL,-0.0264%
2025-12-14 19:06:14,BNBUSDT,892.62,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,892.5,NEUTRAL,-0.0134%
2025-12-14 19:06:14,SOLUSDT,131.81,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.79,NEUTRAL,-0.0152%
2025-12-14 19:06:14,PEPEUSDT,4.31e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.31e-06,NEUTRAL,0.0000%
2025-12-14 19:07:15,BTCUSDT,89721.38,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89726.96,NEUTRAL,0.0062%
2025-12-14 19:07:15,ETHUSDT,3104.13,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3103.32,NEUTRAL,-0.0261%
2025-12-14 19:07:15,BNBUSDT,892.5,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,892.45,NEUTRAL,-0.0056%
2025-12-14 19:07:15,SOLUSDT,131.79,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.76,NEUTRAL,-0.0228%
2025-12-14 19:07:15,PEPEUSDT,4.31e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.31e-06,NEUTRAL,0.0000%
2025-12-14 19:08:16,BTCUSDT,89726.96,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89717.69,NEUTRAL,-0.0103%
2025-12-14 19:08:16,ETHUSDT,3103.32,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3103.12,NEUTRAL,-0.0064%
2025-12-14 19:08:16,BNBUSDT,892.45,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,892.5,NEUTRAL,0.0056%
2025-12-14 19:08:16,SOLUSDT,131.76,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.7,NEUTRAL,-0.0455%
2025-12-14 19:08:16,PEPEUSDT,4.31e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.31e-06,NEUTRAL,0.0000%
2025-12-14 19:09:17,BTCUSDT,89717.69,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89724.62,NEUTRAL,0.0077%
2025-12-14 19:09:17,ETHUSDT,3103.12,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3102.86,NEUTRAL,-0.0084%
2025-12-14 19:09:17,BNBUSDT,892.5,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,892.49,NEUTRAL,-0.0011%
2025-12-14 19:09:17,SOLUSDT,131.7,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.65,NEUTRAL,-0.0380%
2025-12-14 19:09:17,PEPEUSDT,4.3e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.3e-06,NEUTRAL,0.0000%
2025-12-14 19:10:18,BTCUSDT,89724.62,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89730.3,NEUTRAL,0.0063%
2025-12-14 19:10:18,ETHUSDT,3102.86,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3104.36,NEUTRAL,0.0483%
2025-12-14 19:10:18,BNBUSDT,892.49,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,892.59,NEUTRAL,0.0112%
2025-12-14 19:10:18,SOLUSDT,131.65,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.77,NEUTRAL,0.0912%
2025-12-14 19:10:18,PEPEUSDT,4.3e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.3e-06,NEUTRAL,0.0000%
2025-12-14 19:11:20,BTCUSDT,89730.3,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89712.8,NEUTRAL,-0.0195%
2025-12-14 19:11:20,ETHUSDT,3104.36,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3103.54,NEUTRAL,-0.0264%
2025-12-14 19:11:20,BNBUSDT,892.59,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,892.63,NEUTRAL,0.0045%
2025-12-14 19:11:20,SOLUSDT,131.77,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.71,NEUTRAL,-0.0455%
2025-12-14 19:11:20,PEPEUSDT,4.3e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.3e-06,NEUTRAL,0.0000%
2025-12-14 19:12:21,BTCUSDT,89712.8,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89669.57,NEUTRAL,-0.0482%
2025-12-14 19:12:21,ETHUSDT,3103.54,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3100.87,NEUTRAL,-0.0860%
2025-12-14 19:12:21,BNBUSDT,892.63,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,892.32,NEUTRAL,-0.0347%
2025-12-14 19:12:21,SOLUSDT,131.71,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.6,NEUTRAL,-0.0835%
2025-12-14 19:12:21,PEPEUSDT,4.3e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.29e-06,NEUTRAL,-0.2326%
2025-12-14 19:13:22,BTCUSDT,89669.58,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89745.76,NEUTRAL,0.0850%
2025-12-14 19:13:22,ETHUSDT,3100.87,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3102.5,NEUTRAL,0.0526%
2025-12-14 19:13:22,BNBUSDT,892.32,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,892.59,NEUTRAL,0.0303%
2025-12-14 19:13:22,SOLUSDT,131.6,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.67,NEUTRAL,0.0532%
2025-12-14 19:13:22,PEPEUSDT,4.29e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.3e-06,NEUTRAL,0.2331%
2025-12-14 19:14:23,BTCUSDT,89745.76,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89761.9,NEUTRAL,0.0180%
2025-12-14 19:14:23,ETHUSDT,3102.5,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3102.48,NEUTRAL,-0.0006%
2025-12-14 19:14:23,BNBUSDT,892.59,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,892.73,NEUTRAL,0.0157%
2025-12-14 19:14:23,SOLUSDT,131.66,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.75,NEUTRAL,0.0684%
2025-12-14 19:14:23,PEPEUSDT,4.3e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.31e-06,NEUTRAL,0.2326%
2025-12-14 19:15:25,BTCUSDT,89761.9,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89715.7,NEUTRAL,-0.0515%
2025-12-14 19:15:25,ETHUSDT,3102.48,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3098.4,NEUTRAL,-0.1315%
2025-12-14 19:15:25,BNBUSDT,892.73,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,891.81,NEUTRAL,-0.1031%
2025-12-14 19:15:25,SOLUSDT,131.75,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.65,NEUTRAL,-0.0759%
2025-12-14 19:15:25,PEPEUSDT,4.31e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.3e-06,NEUTRAL,-0.2320%
2025-12-14 19:16:26,BTCUSDT,89714.01,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89696.22,NEUTRAL,-0.0198%
2025-12-14 19:16:26,ETHUSDT,3098.4,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3098.18,NEUTRAL,-0.0071%
2025-12-14 19:16:26,BNBUSDT,891.82,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,891.9,NEUTRAL,0.0090%
2025-12-14 19:16:26,SOLUSDT,131.65,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.63,NEUTRAL,-0.0152%
2025-12-14 19:16:26,PEPEUSDT,4.3e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.3e-06,NEUTRAL,0.0000%
2025-12-14 19:17:27,BTCUSDT,89696.22,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89665.46,NEUTRAL,-0.0343%
2025-12-14 19:17:27,ETHUSDT,3098.18,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3096.01,NEUTRAL,-0.0700%
2025-12-14 19:17:27,BNBUSDT,891.9,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,891.51,NEUTRAL,-0.0437%
2025-12-14 19:17:27,SOLUSDT,131.63,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.52,NEUTRAL,-0.0836%
2025-12-14 19:17:27,PEPEUSDT,4.3e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.3e-06,NEUTRAL,0.0000%
2025-12-14 19:18:56,BTCUSDT,89665.45,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89298.91,NEUTRAL,-0.4088%
2025-12-14 19:18:56,ETHUSDT,3096.01,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3082.1,NEUTRAL,-0.4493%
2025-12-14 19:18:56,BNBUSDT,891.51,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,888.12,NEUTRAL,-0.3803%
2025-12-14 19:18:56,SOLUSDT,131.51,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.54,NEUTRAL,0.0228%
2025-12-14 19:18:56,PEPEUSDT,4.3e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.29e-06,NEUTRAL,-0.2326%
2025-12-14 19:53:07,BTCUSDT,89298.91,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89316.33,NEUTRAL,0.0195%
2025-12-14 19:53:07,ETHUSDT,3082.36,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3081.99,NEUTRAL,-0.0120%
2025-12-14 19:53:07,BNBUSDT,888.31,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,888.56,NEUTRAL,0.0281%
2025-12-14 19:53:07,SOLUSDT,131.56,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.27,NEUTRAL,-0.2204%
2025-12-14 19:53:07,PEPEUSDT,4.29e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.29e-06,NEUTRAL,0.0000%
2025-12-14 20:10:52,BTCUSDT,89316.33,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89539.6,NEUTRAL,0.2500%
2025-12-14 20:10:52,ETHUSDT,3082.01,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3099.61,NEUTRAL,0.5711%
2025-12-14 20:10:52,BNBUSDT,888.55,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,891.77,NEUTRAL,0.3624%
2025-12-14 20:10:52,SOLUSDT,131.27,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.86,NEUTRAL,0.4495%
2025-12-14 20:10:52,PEPEUSDT,4.29e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.31e-06,NEUTRAL,0.4662%
2025-12-14 20:19:59,BTCUSDT,89552.8,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89449.7,NEUTRAL,-0.1151%
2025-12-14 20:19:59,ETHUSDT,3100.55,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3097.04,NEUTRAL,-0.1132%
2025-12-14 20:19:59,BNBUSDT,891.77,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,891.3,NEUTRAL,-0.0527%
2025-12-14 20:19:59,SOLUSDT,131.85,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.62,NEUTRAL,-0.1744%
2025-12-14 20:19:59,PEPEUSDT,4.31e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.3e-06,NEUTRAL,-0.2320%
2025-12-14 20:21:02,BTCUSDT,89449.7,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89403.32,NEUTRAL,-0.0519%
2025-12-14 20:21:02,ETHUSDT,3097.04,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3096.1,NEUTRAL,-0.0304%
2025-12-14 20:21:02,BNBUSDT,891.3,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,891.34,NEUTRAL,0.0045%
2025-12-14 20:21:02,SOLUSDT,131.63,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.63,NEUTRAL,0.0000%
2025-12-14 20:21:02,PEPEUSDT,4.3e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.3e-06,NEUTRAL,0.0000%
2025-12-14 20:22:03,BTCUSDT,89403.32,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89445.0,NEUTRAL,0.0466%
2025-12-14 20:22:03,ETHUSDT,3096.1,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3100.34,NEUTRAL,0.1369%
2025-12-14 20:22:03,BNBUSDT,891.34,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,891.54,NEUTRAL,0.0224%
2025-12-14 20:22:03,SOLUSDT,131.63,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.66,NEUTRAL,0.0228%
2025-12-14 20:22:03,PEPEUSDT,4.3e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.31e-06,NEUTRAL,0.2326%
2025-12-14 20:23:04,BTCUSDT,89445.0,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89405.24,NEUTRAL,-0.0445%
2025-12-14 20:23:04,ETHUSDT,3099.42,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3098.96,NEUTRAL,-0.0148%
2025-12-14 20:23:04,BNBUSDT,891.54,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,891.28,NEUTRAL,-0.0292%
2025-12-14 20:23:04,SOLUSDT,131.66,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.63,NEUTRAL,-0.0228%
2025-12-14 20:23:04,PEPEUSDT,4.31e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.3e-06,NEUTRAL,-0.2320%
2025-12-14 20:24:05,BTCUSDT,89405.24,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89427.61,NEUTRAL,0.0250%
2025-12-14 20:24:05,ETHUSDT,3098.96,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3100.76,NEUTRAL,0.0581%
2025-12-14 20:24:05,BNBUSDT,891.28,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,891.31,NEUTRAL,0.0034%
2025-12-14 20:24:05,SOLUSDT,131.64,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.63,NEUTRAL,-0.0076%
2025-12-14 20:24:05,PEPEUSDT,4.3e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.3e-06,NEUTRAL,0.0000%
2025-12-14 20:25:06,BTCUSDT,89427.61,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89400.01,NEUTRAL,-0.0309%
2025-12-14 20:25:06,ETHUSDT,3100.76,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3098.93,NEUTRAL,-0.0590%
2025-12-14 20:25:06,BNBUSDT,891.31,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,891.01,NEUTRAL,-0.0337%
2025-12-14 20:25:06,SOLUSDT,131.62,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.42,NEUTRAL,-0.1520%
2025-12-14 20:25:06,PEPEUSDT,4.3e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.3e-06,NEUTRAL,0.0000%
2025-12-14 20:26:08,BTCUSDT,89400.01,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89419.73,NEUTRAL,0.0221%
2025-12-14 20:26:08,ETHUSDT,3098.93,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3098.75,NEUTRAL,-0.0058%
2025-12-14 20:26:08,BNBUSDT,891.0,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,891.09,NEUTRAL,0.0101%
2025-12-14 20:26:08,SOLUSDT,131.43,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.42,NEUTRAL,-0.0076%
2025-12-14 20:26:08,PEPEUSDT,4.3e-06,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,4.3e-06,NEUTRAL,0.0000%
2025-12-14 20:27:09,BTCUSDT,89419.73,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,89419.72,NEUTRAL,-0.0000%
2025-12-14 20:27:09,ETHUSDT,3098.76,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,3098.07,NEUTRAL,-0.0223%
2025-12-14 20:27:09,BNBUSDT,891.08,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,891.05,NEUTRAL,-0.0034%
2025-12-14 20:27:09,SOLUSDT,131.42,HOLD,"Error: 429 You exceeded your current quota, please",FLAT,131.42,NEUTRAL,0.0000%
